Gene ID	LSV ID	LSV Type	E(dPSI) per LSV junction	P(|dPSI|>=0.20) per LSV junction	P(|dPSI|<=0.05) per LSV junction	A E(PSI)	B E(PSI)	A5SS	A3SS	ES	Num. Junctions	Num. Exons	Junctions coords	IR coords
AT1G08630	AT1G08630:s:2746404-2746477	s|1e1.1o2|1e1.2o2	0.8495176325643949;-0.8495218143907866	1.0;1.0	2.9266118430210097e-06;4.258816883817573e-06	0.145;0.855	0.993;0.007	False	True	False	2	2	2745702-2746404;2745693-2746404	
AT1G28580	AT1G28580:s:10046109-10046442	s|1e1.1o1|i	-0.010328849124147573;0.01032890046910322	0.00038013077344092514;0.00038013100373050085	2.169708010224536e-05;2.1696432654511044e-05	0.111;0.889	0.089;0.911	False	False	False	1	2	10045846-10046109	10045846-10046109
AT1G08680	AT1G08680:s:2765576-2766175	s|1e1.1o2|1e1.2o2	0.7065794917211576;-0.7065794662671778	0.99999996068624;0.999999959296741	7.284906508396512e-10;8.385555583245718e-10	0.269;0.731	0.959;0.041	False	True	False	2	2	2766175-2766506;2766175-2766509	
AT1G21320	AT1G21320:t:7463837-7463970	t|1e1.1o1|1e2.1o1	-0.0963520215153148;0.0963519646337201	0.08857672077376948;0.08857666312631134	2.8625262404879948e-06;2.86238233348818e-06	0.734;0.266	0.596;0.404	False	False	True	2	3	7463970-7466068;7463970-7464600	
AT1G65090	AT1G65090:t:24180830-24181272	t|1e1.1o1|2e2.1o1|2e3.1o2	-0.03800999095574754;-0.004849752379947688;0.04197359619458891	0.00015348826927516428;1.5748526842693275e-14;0.00031774714153894046	1.3883308404127881e-05;0.0039007555939014615;1.1312274143087547e-05	0.437;0.102;0.460	0.383;0.099;0.519	False	True	True	3	4	24181272-24181353;24181194-24181955;24181194-24181536	
AT1G10060	AT1G10060:s:3284537-3284725	s|1e1.1o1|i	0.11870033179307365;-0.11870037514864623	0.16559777436667147;0.16559779212329218	2.6965836065308887e-06;2.69679415465518e-06	0.454;0.546	0.605;0.395	False	False	False	1	2	3284725-3285166	3284725-3285166
AT1G48980	AT1G48980:s:18120235-18120306	s|1e1.1o2|1e1.2o2	0.049380706145817674;-0.04938072393000059	0.009180306765739199;0.00918032047240167	6.806078044215881e-06;6.806416630755763e-06	0.743;0.257	0.824;0.176	False	True	False	2	2	18120306-18120379;18120306-18120397	
AT1G61660	AT1G61660:s:22754361-22754521	s|1e1.1o1|2e1.1o1	0.9727783189241579;-0.9732948371577341	1.0;1.0	6.018415173154911e-06;6.018545911090634e-06	0.009;0.991	0.992;0.008	True	False	False	2	2	22754006-22754370;22754006-22754361	
AT1G33970	AT1G33970:t:12350714-12350970	t|1e1.1o1|1e2.1o2|1e2.2o2	-0.11112073873434694;0.02928754606781525;0.06322605453034855	0.04089408760186726;0.00010073224206060577;0.0010349798408873763	1.5054219332233387e-06;1.7243122949209093e-05;6.308910529371236e-06	0.467;0.361;0.174	0.336;0.406;0.256	True	False	True	3	3	12350970-12351207;12350970-12351142;12350970-12351081	
AT1G02470	AT1G02470:s:513332-513624	s|1e1.1o2|1e1.2o2	0.018078490928090038;-0.018078451882150764	0.003743771658405338;0.003743769399917088	1.2570781601495273e-05;1.2571081101642179e-05	0.435;0.565	0.475;0.525	False	True	False	2	2	513249-513332;513246-513332	
AT1G27650	AT1G27650:s:9614551-9614734	s|1e1.2o2|2e1.1o2	0.7060471358831161;-0.706047036679289	0.999999999993435;0.9999999999620348	1.7646193838960341e-15;1.6986412276764895e-14	0.238;0.762	0.929;0.071	True	True	False	2	2	9614581-9615196;9614734-9615137	
AT1G48560	AT1G48560:s:17952859-17953430	s|1e1.1o1|1e2.1o1	-0.6784642826375789;0.6784643191535611	0.9999999999999328;0.9999999999999385	6.794564910705958e-14;6.778538831615203e-14	0.849;0.151	0.188;0.812	False	False	True	2	3	17953430-17953553;17953430-17953673	
AT1G73470	AT1G73470:s:27627380-27627470	s|1e1.1o2|1e1.2o2	-0.9735701896003252;0.9731847485082726	1.0;1.0	5.99857689365102e-06;5.9982339902010275e-06	0.992;0.008	0.013;0.987	False	True	False	2	2	27627470-27627548;27627470-27627566	
AT1G29120	AT1G29120:s:10174187-10174670	s|1e1.1o2|1e1.2o2	-4.465723102656893e-05;4.465733454751698e-05	6.914072064785705e-21;1.265654939390464e-14	0.018734047125285147;0.01861112752500188	0.010;0.990	0.003;0.997	False	True	False	2	2	10174670-10175213;10174670-10175216	
AT1G53570	AT1G53570:s:19990005-19990235	s|1e1.1o2|1e1.2o2	-0.007596632821862342;0.007596654173409928	2.824632876584117e-06;2.8246440613166693e-06	0.00010400158065171361;0.00010399472386953055	0.987;0.013	0.961;0.039	False	True	False	2	2	19990235-19990315;19990235-19990318	
AT1G66920	AT1G66920:t:24965304-24966530	t|1e1.1o1|1e2.1o1	0.9612579741645264;-0.9649169116002156	1.0;1.0	6.55687928602898e-06;5.406434307131391e-06	0.031;0.969	0.981;0.019	False	False	True	2	3	24966530-24966724;24966530-24966623	
AT1G31600	AT1G31600:s:11316403-11316473	s|1e1.1o2|1e1.2o2	-0.9535505536432367;0.9478151426249752	1.0;1.0	7.2774596258096125e-06;7.270883760186753e-06	0.972;0.028	0.046;0.954	False	True	False	2	2	11315640-11316403;11315633-11316403	
AT1G27450	AT1G27450:s:9532871-9533038	s|1e1.1o1|2e1.1o1	0.012809759223231248;-0.012809707605113524	8.234786186151715e-06;8.234525447256168e-06	5.1017766150684984e-05;5.102022499592351e-05	0.900;0.100	0.922;0.078	True	False	False	2	2	9532963-9533365;9533038-9533365	
AT1G76480	AT1G76480:s:28692832-28692970	s|1e1.1o1|2e1.1o1	-0.9094578244554561;0.9050916397263318	1.0;1.0	5.83268129183967e-06;8.099055481172734e-06	0.920;0.080	0.039;0.961	True	False	False	2	2	28692731-28692863;28692731-28692832	
AT1G30500	AT1G30500:s:10805233-10805307	s|1e1.1o2|1e1.2o2	-0.690816450501378;0.6908164929112697	0.999999999381519;0.9999999992852361	4.458544644592166e-12;1.5938271214681127e-11	0.843;0.157	0.169;0.831	False	True	False	2	2	10805153-10805233;10805141-10805233	
AT1G54920	AT1G54920:s:20470678-20471602	s|1e1.1o2|1e1.2o2	0.672206921514452;-0.6722068525305558	0.9999998377185612;0.9999998383378679	9.79019414010262e-10;7.829997761277241e-10	0.155;0.845	0.811;0.189	False	True	False	2	2	20471602-20471799;20471602-20471802	
AT1G08750	AT1G08750:s:2801067-2801160	s|1e1.1o1|2e1.1o1	0.027422709873099967;-0.027422681048320796	0.011033312293082614;0.011033310279453448	9.548635013234552e-06;9.54897902827323e-06	0.578;0.422	0.639;0.361	True	False	False	2	2	2801138-2801268;2801160-2801268	
AT1G05380	AT1G05380:s:1576863-1577148	s|1e1.1o1|2e1.1o1	0.9067036705359757;-0.9124123212505224	1.0;0.9999999999999999	2.912671077328515e-09;6.588292134068752e-10	0.054;0.946	0.938;0.062	True	False	False	2	2	1577127-1577222;1577148-1577222	
AT1G65150	AT1G65150:s:24205694-24205775	s|1e1.1o2|1e1.2o2	-0.6923970455155549;0.6923971506507642	0.9999999999998187;0.9999999999998678	6.439293542825908e-14;6.624553967879443e-14	0.768;0.232	0.091;0.909	False	True	False	2	2	24205571-24205694;24205563-24205694	
AT1G28960	AT1G28960:s:10109862-10110022	s|1e1.1o2|2e1.2o2	0.002158517955491268;-0.0021584797792766983	0.0026054050915226548;0.002605407508890063	1.4260102881635817e-05;1.4260101506735623e-05	0.288;0.712	0.293;0.707	True	True	False	2	2	10109811-10109926;10109785-10109862	
AT1G29950	AT1G29950:t:10492436-10492590	t|1e1.1o1|1e2.1o1	0.1922653579934861;-0.1922653754994974	0.46048842775878956;0.46048850005325537	4.839896059623627e-07;4.840153094987087e-07	0.048;0.952	0.262;0.738	False	False	True	2	3	10491833-10492436;10492354-10492436	
AT1G63830	AT1G63830:s:23685093-23685299	s|1e1.2o3|1e1.3o3	-0.6946434962543155;0.6946435445328186	0.9999999983980946;0.9999999993314104	7.16093850883226e-13;1.1775927783530865e-14	0.710;0.290	0.035;0.965	False	True	False	2	2	23685299-23685397;23685299-23685406	
AT1G70100	AT1G70100:t:26403715-26403777	t|1e1.1o1|1e2.1o1	-0.9518538939452391;0.9458045554957902	1.0;1.0	7.395225122497351e-06;7.396532393445093e-06	0.966;0.034	0.044;0.956	False	False	True	2	3	26403319-26403715;26403627-26403715	
AT1G24706	AT1G24706:s:8754716-8755026	s|1e1.1o2|1e1.2o2	0.9683080689266733;-0.9701598944191364	1.0;1.0	6.280024687740731e-06;6.280598954688799e-06	0.031;0.969	0.980;0.020	False	True	False	2	2	8755026-8755127;8755026-8755177	
AT1G74530	AT1G74530:s:28010055-28010124	s|1e1.1o1|2e1.1o1	0.9424853602926206;-0.9489338527464217	1.0;1.0	1.6818899451810383e-08;1.6934640245658272e-08	0.055;0.945	0.990;0.010	True	False	False	2	2	28009973-28010059;28009973-28010055	
AT1G80270	AT1G80270:s:30180954-30181077	s|1e1.1o2|1e1.2o2|2e1.2o2	-0.08196913034579492;0.013700573600312984;0.05912148035043874	0.08689301674110703;0.003935166554219911;0.03643076180644004	3.898835234994458e-06;1.272762815110462e-05;5.3440649037950205e-06	0.445;0.316;0.239	0.309;0.347;0.344	True	True	False	3	2	30181053-30181227;30181053-30181232;30181077-30181232	
AT1G71920	AT1G71920:s:27067506-27067593	s|1e1.1o2|2e1.2o2	1.2908637505098084e-06;-1.2908382271517625e-06	6.908203379500542e-21;6.748006014515288e-18	0.7024303818630746;0.3260659890673894	0.003;0.997	0.003;0.997	True	True	False	2	2	27067589-27067706;27067593-27067716	
AT1G29970	AT1G29970:s:10500120-10500234	s|1e1.1o1|1e2.1o1	-0.009087528552962465;0.009087581593343849	0.0014027656259804461;0.0014027672306810718	1.6151094444860625e-05;1.615083539552309e-05	0.596;0.404	0.576;0.424	False	False	True	2	3	10500011-10500120;10499244-10500120	
AT1G06960	AT1G06960:s:2137067-2137146	s|1e1.1o1|2e1.1o1	-0.028899633171179794;0.028899672056332724	0.002259737811946326;0.002259738327119259	1.1591899543139661e-05;1.1591413858771937e-05	0.554;0.446	0.502;0.498	True	False	False	2	2	2137143-2137264;2137146-2137264	
AT1G22200	AT1G22200:s:7838208-7838304	s|1e1.1o1|2e1.1o1	0.9683395311106726;-0.970191142777512	1.0;1.0	6.264953304866002e-06;6.265327260002174e-06	0.020;0.980	0.980;0.020	True	False	False	2	2	7838114-7838212;7838114-7838208	
AT1G16010	AT1G16010:s:5497248-5497297	s|1e1.1o2|1e1.2o2	-0.012397225840462519;0.012397269534615521	1.2027689983280343e-05;1.2027497223912436e-05	3.7819193342891744e-05;3.7817654321453675e-05	0.721;0.279	0.700;0.300	False	True	False	2	2	5497117-5497248;5497101-5497248	
AT1G79930	AT1G79930:s:30064027-30064157	s|1e1.1o2|1e1.2o2	0.7215599244182807;-0.7215600507794055	0.9999999999983762;0.9999999999992804	3.680878237891803e-13;4.5075054799781356e-14	0.185;0.815	0.889;0.111	False	True	False	2	2	30063957-30064027;30063940-30064027	
AT1G62290	AT1G62290:t:23012313-23012687	t|1e1.1o1|1e2.1o1	-0.01467069735923222;0.014670747444523048	0.0006435254370677204;0.0006435257281032648	1.811226113501707e-05;1.8111630309070037e-05	0.440;0.560	0.409;0.591	False	False	True	2	3	23012687-23013511;23012687-23013416	
AT1G17160	AT1G17160:s:5868845-5869040	s|1e1.1o2|1e1.2o2	0.9022404736279424;-0.9081768900647973	0.9999999999998538;0.9999999999998689	1.785527956435582e-10;2.2994872672654765e-10	0.033;0.967	0.916;0.084	False	True	False	2	2	5869040-5869121;5869040-5869153	
AT1G03780	AT1G03780:s:948697-948816	s|1e1.1o2|1e1.2o2	-0.11656308023181819;0.11656307845158986	0.18377232244134367;0.1837723883622986	2.613544605511997e-06;2.6134046493451156e-06	0.407;0.593	0.236;0.764	False	True	False	2	2	948640-948697;948595-948697	
AT1G68540	AT1G68540:s:25720701-25720830	s|1e1.1o1|i	-0.5308085469005928;0.5308085688731554	0.9999999227661208;0.9999999224888756	7.929212841872868e-13;6.272074688140654e-12	0.593;0.407	0.066;0.934	False	False	False	1	2	25720830-25720912	25720830-25720912
AT1G68310	AT1G68310:t:25599801-25599953	t|1e1.1o1|1e2.1o1	-0.7873648044264361;0.7873619822795588	1.0;0.9999999999999999	7.312384031621377e-11;6.544410765472794e-11	0.878;0.122	0.110;0.890	False	False	True	2	3	25599530-25599801;25599669-25599801	
AT1G77180	AT1G77180:s:29000276-29001840	s|1e1.1o1|i	0.9252207011844207;-0.9286280076316844	1.0;1.0	9.048928771501763e-06;9.050733873361416e-06	0.007;0.993	0.928;0.072	False	False	False	1	2	28999969-29000276	28999969-29000276
AT1G16710	AT1G16710:s:5714219-5714358	s|1e1.1o1|2e1.1o1	-0.926752328017992;0.9202619367206835	1.0;1.0	2.0906951214705316e-07;8.17767694482165e-08	0.941;0.059	0.044;0.956	True	False	False	2	2	5714342-5714513;5714358-5714513	
AT1G27370	AT1G27370:t:9506333-9507051	t|1e1.1o1|2e1.1o1|2e2.1o1	0.050772361490866294;-0.0490062370729331;0.002184858294631751	0.00845770231456905;0.015164472853058827;5.504051534448154e-05	6.6913170748156975e-06;6.566966564092169e-06;3.5120304829439064e-05	0.159;0.688;0.152	0.243;0.603;0.155	False	True	True	3	3	9507051-9508147;9507023-9508147;9507023-9507212	
AT1G49590	AT1G49590:s:18355405-18355493	s|1e1.1o1|1e2.1o1|2e3.1o1	-0.9723799758688221;-6.746460612656494e-05;0.9706354308753258	1.0;2.3833273866136434e-09;1.0	6.095083746271435e-06;0.000536487134752961;6.1386662055174434e-06	0.990;0.005;0.005	0.017;0.004;0.978	True	False	True	3	4	18355489-18355747;18355489-18355880;18355493-18355610	
AT1G21690	AT1G21690:s:7615805-7615883	s|1e1.1o1|2e1.1o1	0.00017505338393459486;-0.00017505101222246557	1.0679036144808542e-07;1.0682444189799205e-07	0.0002259807588670948;0.00022598509628901642	0.008;0.992	0.009;0.991	True	False	False	2	2	7615847-7616028;7615883-7616028	
AT1G49160	AT1G49160:t:18181244-18181471	t|1e1.1o1|1e2.1o1	-0.06464839424989921;0.06464839646336891	0.05504514414198998;0.055045147188847565	4.991925401043318e-06;4.9916826643861545e-06	0.534;0.466	0.417;0.583	False	False	True	2	3	18181471-18181781;18181471-18181613	
AT1G79210	AT1G79210:s:29798656-29798783	s|1e1.1o3|1e1.2o3|1e1.3o3	0.01907079034661744;-0.010483338700737319;-0.002571119178898064	0.006266403566760549;0.004476331513556903;7.942303152101207e-07	1.135578867778042e-05;1.2624213175493892e-05;0.00014237161899188777	0.199;0.777;0.023	0.243;0.752;0.005	False	True	False	3	2	29798317-29798656;29798286-29798656;29798260-29798656	
AT1G07170	AT1G07170:t:2200638-2201265	t|1e1.1o1|1e2.1o1	-0.13288253881183248;0.13288256566541348	0.03943301696322719;0.039433129085367336	1.38480260480911e-07;1.3847193091144497e-07	0.889;0.111	0.749;0.251	False	False	True	2	3	2200219-2200638;2200539-2200638	
AT1G52410	AT1G52410:s:19522712-19522759	s|1e1.1o2|1e1.2o2	-0.9050634293001194;0.9038343215186279	1.0;1.0	8.100099171293174e-06;8.10027696294957e-06	0.911;0.089	0.028;0.972	False	True	False	2	2	19522759-19522858;19522759-19522870	
AT1G49670	AT1G49670:s:18383117-18383212	s|1e1.1o2|1e1.2o2	-0.0038681540094980833;0.003868202938546286	0.00011584637920316328;0.0001158459046741824	2.656538943057729e-05;2.6565123053323703e-05	0.423;0.577	0.409;0.591	False	True	False	2	2	18383029-18383117;18382960-18383117	
AT1G05200	AT1G05200:t:1505561-1505993	t|1e1.1o1|1e2.1o1	0.013988177547288611;-0.01398813823346932	0.0022931987728916905;0.0022932008077340845	1.7022099359720322e-05;1.702253335278403e-05	0.067;0.933	0.096;0.904	False	False	True	2	3	1505153-1505561;1505462-1505561	
AT1G65440	AT1G65440:s:24314080-24314172	s|1e1.1o1|1e2.1o2	-0.9734440962082737;0.9729990312774912	1.0;1.0	6.00495540503676e-06;6.004978353222701e-06	0.990;0.010	0.006;0.994	False	False	True	2	3	24313868-24314080;24313564-24314080	
AT1G15215	AT1G15215:s:5238065-5238149	s|1e1.1o2|1e1.2o2	0.0007394630072360478;-0.0007394420333650031	1.511053002764145e-08;1.4782076773175538e-08	0.00047022047819622603;0.00047022870691881824	0.967;0.033	0.968;0.032	False	True	False	2	2	5238149-5238229;5238149-5238236	
AT1G61150	AT1G61150:s:22543107-22543266	s|1e1.1o1|i	0.02967664155576922;-0.02967662267156798	0.0003123567585009228;0.00031235652709074666	1.2954537432394511e-05;1.295546068491582e-05	0.507;0.493	0.553;0.447	False	False	False	1	2	22543266-22543368	22543266-22543368
AT1G79810	AT1G79810:s:30019744-30020037	s|1e1.1o1|2e1.1o1	-0.06974284797486763;0.06974283226103654	0.05598831576997147;0.05598829463637719	4.520570321853157e-06;4.5203645648878715e-06	0.223;0.777	0.102;0.898	True	False	False	2	2	30020033-30020106;30020037-30020106	
AT1G78780	AT1G78780:s:29622078-29622210	s|1e1.1o2|1e1.2o2	0.7305498481591007;-0.7305497357420814	1.0;1.0	9.384967210140894e-11;8.214651181503996e-11	0.252;0.748	0.964;0.036	False	True	False	2	2	29621997-29622078;29621988-29622078	
AT1G66570	AT1G66570:t:24835251-24835478	t|1e1.1o1|1e2.1o1	0.07741936474703755;-0.07741940727951419	0.07395646671408859;0.07395653239058865	4.084803969484421e-06;4.084993488917554e-06	0.229;0.771	0.358;0.642	False	False	True	2	3	24835478-24836001;24835478-24835837	
AT1G02750	AT1G02750:s:603601-603678	s|1e1.2o2|2e1.1o2	0.10135740299907531;-0.1013574013121944	0.17891614683183343;0.17891620106325667	3.7368797807628418e-06;3.7370522024682273e-06	0.269;0.731	0.447;0.553	True	True	False	2	2	603639-603784;603678-603775	
AT1G56100	AT1G56100:s:20983758-20984058	s|1e1.1o1|2e1.1o1|2e2.1o1	-0.953344618843575;0.008970531561028021;0.914753617760043	1.0;0.00017895129309597468;0.9999999999999988	1.742302602192325e-07;3.568245012512027e-05;2.3240435341553203e-11	0.967;0.017;0.017	0.041;0.041;0.917	True	False	True	3	3	20983668-20983762;20983668-20983758;20982182-20983758	
AT1G50200	AT1G50200:s:18592130-18592243	s|1e1.1o1|2e1.1o1	0.7734971419183816;-0.7735034648985757	0.9999999999997967;0.9999999999998366	7.342772754005445e-13;5.870859354217828e-13	0.133;0.867	0.887;0.113	True	False	False	2	2	18592045-18592154;18592045-18592130	
AT1G68940	AT1G68940:s:25922001-25923589	s|1e1.1o2|1e1.2o2	-0.004538387832376511;0.00453839974138461	1.1206384852762857e-05;1.1206435090051273e-05	7.586392583880386e-05;7.586005074111668e-05	0.032;0.968	0.012;0.988	False	True	False	2	2	25921646-25922111;25921568-25922111	
AT1G09270	AT1G09270:s:2994369-2994736	s|1e1.1o2|1e1.2o2	-0.1665051558593012;0.1665051588465812	0.3759198574395115;0.37591988670057597	1.6509677354115126e-06;1.6508802921613892e-06	0.664;0.336	0.448;0.552	False	True	False	2	2	2994736-2995147;2994736-2995151	
AT1G60640	AT1G60640:t:22338009-22338074	t|1e1.1o1|1e2.1o1	0.7327122558835003;-0.7327121985914464	0.9999999999951859;0.9999999999916065	1.4870979657683498e-13;1.4344081478157023e-12	0.179;0.821	0.893;0.107	False	False	True	2	3	22338074-22338467;22338074-22338174	
AT1G53580	AT1G53580:s:19991879-19991943	s|1e1.1o2|2e1.2o2	-0.8068960634118274;0.8067372694007359	0.9999999999997197;0.9999999999995068	1.5689671784002712e-12;5.02384639005894e-12	0.900;0.100	0.114;0.886	True	True	False	2	2	19991787-19991884;19991782-19991879	
AT1G80380	AT1G80380:s:30217116-30217632	s|1e1.1o1|2e1.1o1	0.0019884707808960926;-0.0019884208502073024	0.0023843565738248546;0.0023843572814598295	1.4385923019666347e-05;1.4385972447850115e-05	0.530;0.470	0.533;0.467	True	False	False	2	2	30217575-30217863;30217632-30217863	
AT1G01060	AT1G01060:s:36624-36685	s|1e1.1o1|1e2.2o2	0.010258117820226913;-0.010258070394902447	8.529923557468697e-21;4.722568526918168e-16	0.013503345502521157;0.013504026555859139	0.038;0.962	0.049;0.951	False	False	True	2	3	36171-36624;35963-36624	
AT1G35340	AT1G35340:s:12978236-12978355	s|1e1.1o1|2e1.1o1	-0.8102349584979931;0.8102349436588594	1.0;1.0	6.038349090631279e-06;5.9624448425776855e-06	0.814;0.186	0.006;0.994	True	False	False	2	2	12978340-12978440;12978355-12978440	
AT1G61900	AT1G61900:t:22882815-22882958	t|1e1.1o1|1e2.1o1	-0.012570983998445074;0.012571028577846824	0.001406879158480356;0.0014068788077557927	1.7079747491210995e-05;1.7079303399170076e-05	0.146;0.854	0.120;0.880	False	False	True	2	3	22882958-22883182;22882958-22883059	
AT1G62880	AT1G62880:s:23291929-23292196	s|1e1.1o1|1e2.1o1	0.5876054303635021;-0.5876053736913314	0.9999999849628414;0.9999999848990947	3.380312594022561e-13;8.290035324876044e-13	0.238;0.762	0.810;0.190	False	False	True	2	3	23292196-23292788;23292196-23294393	
AT1G70830	AT1G70830:s:26711148-26711462	s|1e1.1o1|2e1.1o1	0.08430629331822817;-0.08430628604931772	0.012549187027965333;0.012549173435141999	2.7851084681435632e-06;2.7852869791678003e-06	0.858;0.142	0.962;0.038	True	False	False	2	2	26711053-26711152;26711053-26711148	
AT1G23240	AT1G23240:s:8253198-8253323	s|1e1.1o1|i	-0.6490120816431948;0.6490121567850975	0.9999999999999962;0.999999999999999	7.58726415028832e-13;7.735954856205496e-13	0.714;0.286	0.081;0.919	False	False	False	1	2	8253062-8253198	8253062-8253198
AT1G23080	AT1G23080:s:8181682-8181767	s|1e1.1o1|i	0.8154496230223235;-0.815802956355743	0.9999999999995511;0.9999999999999878	1.303606527329834e-11;6.519562667506307e-12	0.068;0.932	0.863;0.137	False	False	False	1	2	8181240-8181682	8181240-8181682
AT1G66550	AT1G66550:s:24828502-24828781	s|1e1.1o2|1e1.2o2	0.6491874928184987;-0.64918751998294	0.9999999999998769;0.9999999999990701	7.299901781350132e-15;7.105427357601002e-15	0.220;0.780	0.852;0.148	False	True	False	2	2	24828781-24828946;24828781-24828961	
AT1G67700	AT1G67700:s:25375570-25375726	s|1e1.1o1|2e1.1o1	0.9227920470933996;-0.9270424466228697	1.0;1.0	5.945783299293739e-06;3.0796353234219254e-07	0.012;0.988	0.927;0.073	True	False	False	2	2	25375712-25375804;25375726-25375804	
AT1G75560	AT1G75560:s:28373192-28373241	s|1e1.1o2|1e1.2o2	0.6707282505330162;-0.6707282136780219	0.9999999947208006;0.9999999947283159	3.569014936758457e-11;3.826083894153953e-11	0.187;0.813	0.840;0.160	False	True	False	2	2	28373050-28373192;28372748-28373192	
AT1G55000	AT1G55000:s:20515783-20516205	s|1e1.1o1|2e1.1o1	0.020747042084466125;-0.020746999477151848	0.006408371554008103;0.00640837040921646	1.1109641605666631e-05;1.1109966509881275e-05	0.458;0.542	0.504;0.496	True	False	False	2	2	20516178-20516272;20516205-20516272	
AT1G03860	AT1G03860:t:980987-981160	t|1e1.1o1|1e2.1o1	-0.9647519634599354;0.9610445560557856	1.0;1.0	6.530318910513699e-06;4.732643811367412e-06	0.997;0.003	0.034;0.966	False	False	True	2	3	981160-981773;981160-981563	
AT1G22840	AT1G22840:s:8079975-8080112	s|1e1.1o1|2e1.1o1	-0.7777895232526248;0.7777895073774783	1.0;1.0	6.256783093516738e-06;6.250052471123979e-06	0.844;0.156	0.087;0.913	True	False	False	2	2	8080108-8080188;8080112-8080188	
AT1G75180	AT1G75180:t:28215836-28216380	t|1e1.1o1|1e2.1o1	0.9696876407128361;-0.9711607671431791	1.0;1.0	9.421948366763257e-08;6.076889407236052e-06	0.007;0.993	0.984;0.016	False	False	True	2	3	28216380-28217195;28216380-28216741	
AT1G79650	AT1G79650:t:29973711-29973888	t|1e1.1o1|1e2.1o1	-0.0023454520508116665;0.0023454605142479556	2.1349109923933677e-10;7.171156482734008e-21	0.0011824078189744958;0.0011823415290313512	0.996;0.004	0.972;0.028	False	False	True	2	3	29973888-29974116;29973888-29973974	
AT1G05550	AT1G05550:t:1641875-1642373	t|1e1.1o1|1e2.1o2|1e2.2o2	0.0002522324609366726;0.9711139674075366;-0.9728309367488086	2.5723741935708516e-07;1.0;1.0	0.00016914114487523446;5.968989754033798e-06;6.0423710934731645e-06	0.006;0.006;0.989	0.007;0.985;0.007	True	False	True	3	3	1642373-1643141;1642373-1642586;1642373-1642582	
AT1G24485	AT1G24485:s:8681326-8681479	s|1e1.1o1|2e1.1o1	0.00039777486776134546;-0.0003977682772549549	1.147510273395596e-05;1.1473664036850829e-05	7.140901070218364e-05;7.141016742528983e-05	0.985;0.015	0.987;0.013	True	False	False	2	2	8681475-8681600;8681479-8681600	
AT1G13450	AT1G13450:s:4614198-4614236	s|1e1.1o1|1e2.1o1	-0.09149074876669663;0.09149074666780051	0.14394758640832162;0.1439475813793713	3.95985067058735e-06;3.959688975509884e-06	0.593;0.407	0.429;0.571	False	False	True	2	3	4613889-4614198;4613516-4614198	
AT1G68080	AT1G68080:s:25518035-25518107	s|1e1.1o2|1e1.2o2	-0.7871070027944442;0.7871059856778988	0.9999999999998059;0.9999999999998653	3.640310275443426e-12;8.531106178613705e-13	0.960;0.040	0.193;0.807	False	True	False	2	2	25518107-25518201;25518107-25518261	
AT1G63020	AT1G63020:t:23361043-23361139	t|1e1.2o2|1e2.1o1	-0.9615254672748639;0.9570560663280925	1.0;1.0	6.827961175015496e-06;6.827013554091925e-06	0.962;0.038	0.028;0.972	False	False	True	2	3	23361139-23362304;23361139-23362148	
AT1G26130	AT1G26130:s:9033218-9033484	s|1e1.1o1|2e1.1o1	0.9168910109467786;-0.9222722259264979	1.0;1.0	1.6789751385217627e-06;2.2363243236123154e-06	0.035;0.965	0.931;0.069	True	False	False	2	2	9033327-9033583;9033484-9033583	
AT1G49940	AT1G49940:s:18488983-18489061	s|1e1.1o1|1e2.1o1|1e3.1o1	0.8781116745653453;-0.8722189468303403;-0.010828864963552612	1.0;1.0;2.7601596384410434e-10	6.922734154812815e-06;1.0817174992960865e-05;0.0005070753581094545	0.018;0.926;0.056	0.884;0.072;0.044	False	False	True	3	4	18488907-18488983;18488731-18488983;18488403-18488983	
AT1G76390	AT1G76390:s:28655390-28655621	s|1e1.1o2|1e1.2o2	0.05286108062618318;-0.052861087104183385	0.027593924695993824;0.027593955206744042	6.028221646463272e-06;6.028494659804373e-06	0.773;0.227	0.870;0.130	False	True	False	2	2	28655621-28655897;28655621-28655900	
AT1G02850	AT1G02850:s:632716-632806	s|1e1.1o2|1e1.2o2	-0.011030684794037699;0.011030727711831468	0.0004910018957752216;0.0004910009187778226	2.097613987639413e-05;2.097557588404131e-05	0.156;0.844	0.134;0.866	False	True	False	2	2	632806-632881;632806-632884	
AT1G80660	AT1G80660:s:30318357-30319241	s|1e1.1o2|1e1.2o2	-0.6901821066605256;0.6901821887153927	0.9999999999999356;0.9999999999999293	7.771561172376096e-14;7.168539298517543e-14	0.984;0.016	0.301;0.699	False	True	False	2	2	30318279-30318357;30318252-30318357	
AT1G55810	AT1G55810:s:20863326-20863419	s|1e1.1o2|1e1.2o2	0.031481664384267694;-0.031481631266948765	0.011511773582352926;0.011511773421081306	8.99979011351193e-06;9.000137106029982e-06	0.394;0.606	0.459;0.541	False	True	False	2	2	20863419-20863486;20863419-20863501	
AT1G79230	AT1G79230:t:29801289-29801474	t|1e1.1o1|1e2.1o1	0.009586936192807025;-0.009586904945787166	0.00010526060776068857;0.00010526104830106686	4.352726995776601e-05;4.3529060474223336e-05	0.947;0.053	0.968;0.032	False	False	True	2	3	29800925-29801289;29801190-29801289	
