cluster	status	loglr	df	p	p.adjust	genes
chr1:clu_642_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G58590
chr1:clu_643_NA	Success	0.54459575995449	1	0.296650411340129	0.387406473256972	AT1G58602
chr1:clu_644_NA	Success	0.471431368525145	1	0.331542704779326	0.42330898913789	MPK2
chr1:clu_645_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARF1
chr1:clu_646_NA	Success	13.0149392371995	1	3.36174245372515e-07	2.0030721517767e-06	AT1G59865
chr1:clu_647_NA	Not enough valid samples	NA	NA	NA	NA	SNL5
chr1:clu_648_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SNL5
chr1:clu_649_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARPC3
chr1:clu_65_NA	Not enough valid samples	NA	NA	NA	NA	AT1G04945,TIC20-I
chr1:clu_650_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G60460
chr1:clu_651_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ABC4
chr1:clu_652_NA	Success	0.576380144503503	1	0.282972069112136	0.372949362977286	AT1G60610
chr1:clu_653_NA	Success	17.0357386937696	3	1.91353244423927e-07	1.33961084659116e-06	AT1G60640
chr1:clu_654_NA	Success	11.3662604660936	2	1.15796597814225e-05	2.71457598154659e-05	AT1G60640
chr1:clu_655_NA	Success	0.9665830764676	2	0.380380551346383	0.481366538429494	AT1G60670
chr1:clu_656_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G60730
chr1:clu_657_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G60730
chr1:clu_658_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ATRPAC42
chr1:clu_659_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PIP5K8
chr1:clu_66_NA	Success	2.06864204727447	1	0.041948420768498	0.0645013351601636	TAF6
chr1:clu_660_NA	Success	1.12311985872766	1	0.133939525727932	0.192496001799943	AT1G60990
chr1:clu_661_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	EDA16
chr1:clu_662_NA	Success	0.482123919445485	6	0.986931356165698	0.986931356165698	AT1G61150
chr1:clu_663_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G61210
chr1:clu_664_NA	Success	7.20444825592261	3	0.0023982498111876	0.00426024500620903	AT1G61240
chr1:clu_665_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G61340
chr1:clu_666_NA	Not enough valid samples	NA	NA	NA	NA	BHLH112
chr1:clu_667_NA	Not enough valid samples	NA	NA	NA	NA	BHLH112
chr1:clu_668_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TPS14
chr1:clu_669_NA	Not enough valid samples	NA	NA	NA	NA	BGLU45
chr1:clu_67_NA	Not enough valid samples	NA	NA	NA	NA	AT1G05000
chr1:clu_670_NA	Not enough valid samples	NA	NA	NA	NA	PLA1
chr1:clu_671_NA	Not enough valid samples	NA	NA	NA	NA	AT1G61900
chr1:clu_672_NA	Success	0.0927197081690565	2	0.911448936187307	0.927666888788505	AT1G61900
chr1:clu_673_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ATG8C
chr1:clu_674_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	APR2
chr1:clu_675_NA	Success	0.185255955047182	1	0.542725365445545	0.637484873009886	APA2
chr1:clu_676_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G62305
chr1:clu_677_NA	Not enough valid samples	NA	NA	NA	NA	AT1G62610
chr1:clu_678_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G62790
chr1:clu_679_NA	Not enough valid samples	NA	NA	NA	NA	ASP4
chr1:clu_68_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	GLR3.4
chr1:clu_680_NA	Success	7.36142589557295	1	0.000124527791707822	0.000243938002934501	AT1G62880
chr1:clu_681_NA	Success	9.85756343192678	1	8.98870323020844e-06	2.23545141203445e-05	AT1G63010
chr1:clu_682_NA	Not enough valid samples	NA	NA	NA	NA	NRPD1
chr1:clu_683_NA	Success	0.254949600321751	1	0.47518249460687	0.578307206202404	AT1G63110
chr1:clu_684_NA	Success	0.184208675875411	1	0.543868213337105	0.637484873009886	TET10
chr1:clu_685_NA	Not enough valid samples	NA	NA	NA	NA	AT1G63380
chr1:clu_686_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G63430
chr1:clu_687_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G63610
chr1:clu_688_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G63640
chr1:clu_689_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G63660
chr1:clu_69_NA	Success	11.8510800132293	1	1.12456248748164e-06	5.45126900711437e-06	HDG2
chr1:clu_690_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G63670
chr1:clu_691_NA	Success	10.6455237560752	1	3.94569922875098e-06	1.35960238484672e-05	AT1G63770
chr1:clu_692_NA	Success	0.579862595450656	1	0.281522540706146	0.372756697416471	AT1G63770
chr1:clu_693_NA	Success	0.265914735156684	2	0.766504480599258	0.827246345099576	AT1G63770
chr1:clu_694_NA	Success	1.80992528692911	2	0.163666364362601	0.230584138954207	AT1G63770
chr1:clu_695_NA	Success	9.33440940546338	1	1.55504806190638e-05	3.47456051332207e-05	AT1G63830
chr1:clu_696_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G63855
chr1:clu_697_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G63860
chr1:clu_698_NA	Not enough valid samples	NA	NA	NA	NA	DAL1
chr1:clu_699_NA	Success	0.732251322986485	1	0.226215059306912	0.306623255743019	MDAR6
chr1:clu_7_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G01240
chr1:clu_70_NA	Success	34.3167209809716	3	8.3722136695126e-15	2.39445310948060e-12	HDG2
chr1:clu_700_NA	Success	10.254910298505	1	5.93260863176384e-06	1.67992680067768e-05	ISPF
chr1:clu_701_NA	Not enough valid samples	NA	NA	NA	NA	AT1G63980
chr1:clu_702_NA	Success	1.65127069405617	2	0.191806026925708	0.266293804372585	RTNLB3
chr1:clu_703_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G64110
chr1:clu_704_NA	Success	0.558780287294724	2	0.571906199867763	0.663653158886762	UBC28
chr1:clu_705_NA	Success	3.04260436203538	4	0.192874563063577	0.266483695826971	UBC28
chr1:clu_706_NA	Not enough valid samples	NA	NA	NA	NA	AT1G64300
chr1:clu_707_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	BHLH157
chr1:clu_708_NA	Success	0.919516340043913	2	0.398711835406113	0.500138530377844	DSS1(I)
chr1:clu_709_NA	Not enough valid samples	NA	NA	NA	NA	PNSB2
chr1:clu_71_NA	Not enough valid samples	NA	NA	NA	NA	AT1G05320
chr1:clu_710_NA	Not enough valid samples	NA	NA	NA	NA	ILA
chr1:clu_711_NA	Success	9.8997930030744	1	8.60013019343975e-06	2.17667011975555e-05	SIGA
chr1:clu_712_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G65070
chr1:clu_713_NA	Success	1.91625238384722	2	0.147157419557064	0.209217093142053	AT1G65090
chr1:clu_714_NA	Success	10.2003818739791	1	6.28047252978361e-06	1.7438981975904e-05	AT1G65150
chr1:clu_715_NA	Success	11.0435079748155	1	2.60566229271849e-06	1.03502696627429e-05	PP2A5
chr1:clu_716_NA	Success	4.16107543618237	1	0.00391645180188948	0.0067072168583257	GTB1
chr1:clu_717_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G65484
chr1:clu_718_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G65486
chr1:clu_719_NA	Success	2.08910093644278	2	0.123798388417851	0.183452534132152	LBD6
chr1:clu_72_NA	Not enough valid samples	NA	NA	NA	NA	AT1G05380
chr1:clu_720_NA	Success	14.4251252846006	2	5.43560248022961e-07	2.93317416857673e-06	LSM8
chr1:clu_721_NA	Success	10.7880436908273	2	2.06448700979169e-05	4.50720064733148e-05	LSM8
chr1:clu_722_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G65820
chr1:clu_723_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G65850
chr1:clu_724_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	GAD2
chr1:clu_725_NA	Success	4.22415387060784	1	0.00365383268944181	0.00637192773890462	AT1G66070
chr1:clu_726_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	GLN1-2
chr1:clu_727_NA	Not enough valid samples	NA	NA	NA	NA	GLN1-2
chr1:clu_728_NA	Success	9.02864540623713	1	2.14356203221548e-05	4.62367690761128e-05	ATX1
chr1:clu_729_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	BGLU21
chr1:clu_73_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G05400
chr1:clu_730_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G66330
chr1:clu_731_NA	Success	10.7568961930695	1	3.51292960091731e-06	1.25587233232794e-05	WRKY67
chr1:clu_732_NA	Success	2.52490155694704	3	0.168186429851807	0.235790779105964	SUC7
chr1:clu_733_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G66610
chr1:clu_734_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G66660
chr1:clu_735_NA	Success	17.22065788087	2	3.32019283171109e-08	3.33005036583776e-07	AT1G66920
chr1:clu_736_NA	Not enough valid samples	NA	NA	NA	NA	RBCS-1A
chr1:clu_737_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SWEETIE
chr1:clu_738_NA	Success	9.81583010341663	1	9.39002737018501e-06	2.29426514234343e-05	AT1G67150
chr1:clu_739_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MIR414
chr1:clu_74_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G05550
chr1:clu_740_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G67210
chr1:clu_741_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G67280
chr1:clu_742_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G67320
chr1:clu_743_NA	Success	0.0202323093793382	1	0.840574880117277	0.889521951215675	AT1G67325
chr1:clu_744_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G67350
chr1:clu_745_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G67420
chr1:clu_746_NA	Success	9.91189138550706	1	8.49194769619179e-06	2.16847950099183e-05	RPL17B
chr1:clu_747_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G67480
chr1:clu_748_NA	Not enough valid samples	NA	NA	NA	NA	GCS1
chr1:clu_749_NA	Success	0.00467033228017044	1	0.923006640379157	0.936098933150493	PUB7
chr1:clu_75_NA	Not enough valid samples	NA	NA	NA	NA	CHX23
chr1:clu_750_NA	Not enough valid samples	NA	NA	NA	NA	HHL1
chr1:clu_751_NA	Not enough valid samples	NA	NA	NA	NA	HHL1
chr1:clu_752_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G67850
chr1:clu_753_NA	Not enough valid samples	NA	NA	NA	NA	AT1G67900
chr1:clu_754_NA	Not enough valid samples	NA	NA	NA	NA	AT1G67950
chr1:clu_755_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CCOAMT
chr1:clu_756_NA	Not enough valid samples	NA	NA	NA	NA	HPR
chr1:clu_757_NA	Success	10.3603142452689	1	5.31404310626677e-06	1.5521811222296e-05	AT1G68080
chr1:clu_758_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G68140
chr1:clu_759_NA	Success	10.9168833017478	1	2.97321388683658e-06	1.10532735174524e-05	AT1G68200
chr1:clu_76_NA	Success	23.0466014883363	3	5.41850738397396e-10	1.40881191983323e-08	AT1G05710
chr1:clu_760_NA	Success	10.7052033803283	1	3.70753352308119e-06	1.30907973777928e-05	RTNLB14
chr1:clu_761_NA	Success	10.9449071270538	1	2.88762591372984e-06	1.10114801510231e-05	AE7
chr1:clu_762_NA	Not enough valid samples	NA	NA	NA	NA	AT1G68580
chr1:clu_763_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G68590
chr1:clu_764_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	WIT2
chr1:clu_765_NA	Not enough valid samples	NA	NA	NA	NA	WIT2
chr1:clu_766_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	BHLH49
chr1:clu_767_NA	Success	11.6458859516757	1	1.39194205405449e-06	6.31897503904104e-06	RPOT1
chr1:clu_768_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G69080
chr1:clu_769_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SP1L2
chr1:clu_77_NA	Not enough valid samples	NA	NA	NA	NA	AT1G05785
chr1:clu_770_NA	Success	0.0458017389598098	1	0.762148477620049	0.825660850755053	AT1G69580
chr1:clu_771_NA	Success	2.58539370528354	2	0.0753664016088054	0.113446267684833	AT1G69587
chr1:clu_772_NA	Success	9.86324559915911	1	8.93540987211884e-06	2.23545141203445e-05	HO3
chr1:clu_773_NA	Success	15.9992897823424	2	1.12615127576053e-07	8.70484499641927e-07	HEMB1
chr1:clu_774_NA	Success	13.3204370040344	5	6.70012286488785e-05	0.000134002457297757	HIR2
chr1:clu_775_NA	Not enough valid samples	NA	NA	NA	NA	AT1G70100
chr1:clu_776_NA	Not enough valid samples	NA	NA	NA	NA	AT1G70100
chr1:clu_777_NA	Not enough valid samples	NA	NA	NA	NA	ARF2-A
chr1:clu_778_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G70570
chr1:clu_779_NA	Success	5.61308705621593	3	0.0105636725466419	0.0174636436320207	GGAT2
chr1:clu_78_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G05790
chr1:clu_780_NA	Not enough valid samples	NA	NA	NA	NA	AT1G70620
chr1:clu_781_NA	Not enough valid samples	NA	NA	NA	NA	AT1G70620
chr1:clu_782_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G70650,UEV1B
chr1:clu_783_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	UEV1B,AT1G70650
chr1:clu_784_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G70740
chr1:clu_785_NA	Success	2.14130592364333	1	0.0385041381592167	0.0605065028216262	MLP28
chr1:clu_786_NA	Success	11.923590606832	1	1.04294489415255e-06	5.14279723668329e-06	MLP34
chr1:clu_787_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SAG18
chr1:clu_788_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G71240
chr1:clu_789_NA	Success	10.4101922355835	1	5.04432074410654e-06	1.53006551104573e-05	AT1G71691
chr1:clu_79_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G05790
chr1:clu_790_NA	Not enough valid samples	NA	NA	NA	NA	HGPT
chr1:clu_791_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PAB5
chr1:clu_792_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SEC6
chr1:clu_793_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SEC6
chr1:clu_794_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SEC6
chr1:clu_795_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PTP1
chr1:clu_796_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PTP1
chr1:clu_797_NA	Not enough valid samples	NA	NA	NA	NA	TFIIIA
chr1:clu_798_NA	Success	9.83715954137301	1	9.18271662301587e-06	2.2640146156746e-05	AT1G72250
chr1:clu_799_NA	Success	10.5635694137137	1	4.29797982220889e-06	1.39684344221789e-05	AT1G72250
chr1:clu_8_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	BHLH13
chr1:clu_80_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ATX2
chr1:clu_800_NA	Not enough valid samples	NA	NA	NA	NA	APUM23
chr1:clu_801_NA	Not enough valid samples	NA	NA	NA	NA	ALAAT2
chr1:clu_802_NA	Not enough valid samples	NA	NA	NA	NA	ALAAT2
chr1:clu_803_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ERF073
chr1:clu_804_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RPSAA
chr1:clu_805_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G72410
chr1:clu_806_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G72416
chr1:clu_807_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G72416
chr1:clu_808_NA	Not enough valid samples	NA	NA	NA	NA	AT1G72416
chr1:clu_809_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MORF7
chr1:clu_81_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARI5
chr1:clu_810_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G72550
chr1:clu_811_NA	Not enough valid samples	NA	NA	NA	NA	AT1G72640
chr1:clu_812_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TRFL6
chr1:clu_813_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	DRG2
chr1:clu_814_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G72740
chr1:clu_815_NA	Not enough valid samples	NA	NA	NA	NA	AT1G72890
chr1:clu_816_NA	Success	0.262468675842712	1	0.468743113668784	0.572908250039625	TIR
chr1:clu_817_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	BGAL17
chr1:clu_818_NA	Not enough valid samples	NA	NA	NA	NA	AT1G73090
chr1:clu_819_NA	Not enough valid samples	NA	NA	NA	NA	AT1G73170
chr1:clu_82_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G05960
chr1:clu_820_NA	Success	9.80814696001639	1	9.46584918868968e-06	2.29426514234343e-05	AT1G73210
chr1:clu_821_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G73350
chr1:clu_822_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G73350
chr1:clu_823_NA	Success	1.04756720328807	1	0.147768716135296	0.209217093142053	AT1G73390
chr1:clu_824_NA	Not enough valid samples	NA	NA	NA	NA	AT1G73470
chr1:clu_825_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G73490
chr1:clu_826_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G73650
chr1:clu_827_NA	Success	11.6802457645557	1	1.34308945676026e-06	6.21960815487762e-06	DOX2
chr1:clu_828_NA	Not enough valid samples	NA	NA	NA	NA	BEE3
chr1:clu_829_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G73920
chr1:clu_83_NA	Not enough valid samples	NA	NA	NA	NA	GLX2-4
chr1:clu_830_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G74130
chr1:clu_831_NA	Success	0.00120036969489945	1	0.960921415257755	0.96768846747788	AT1G74140
chr1:clu_832_NA	Success	0.687394033196824	3	0.711455043027378	0.779602077800115	AT1G74140
chr1:clu_833_NA	Not enough valid samples	NA	NA	NA	NA	AT1G74330
chr1:clu_834_NA	Success	9.92300499316359	1	8.39377525090504e-06	2.16272047005301e-05	NEN3
chr1:clu_835_NA	Not enough valid samples	NA	NA	NA	NA	AT1G74530
chr1:clu_836_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NRP1
chr1:clu_837_NA	Not enough valid samples	NA	NA	NA	NA	NRP1
chr1:clu_838_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ALDH10A8
chr1:clu_839_NA	Not enough valid samples	NA	NA	NA	NA	KAS2
chr1:clu_84_NA	Success	16.6948793530685	2	5.61702065562048e-08	4.49545581099684e-07	MEE5
chr1:clu_840_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G75060
chr1:clu_841_NA	Success	16.7405322617957	1	7.19611798180538e-09	1.10020926401026e-07	AT1G75170
chr1:clu_842_NA	Not enough valid samples	NA	NA	NA	NA	AT1G75180
chr1:clu_843_NA	Not enough valid samples	NA	NA	NA	NA	AT1G75180
chr1:clu_844_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CG1
chr1:clu_845_NA	Not enough valid samples	NA	NA	NA	NA	CG1
chr1:clu_846_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SFH5
chr1:clu_847_NA	Not enough valid samples	NA	NA	NA	NA	BBD1
chr1:clu_848_NA	Success	12.0127553397486	1	9.50677257519252e-07	4.85524456518761e-06	CKX5
chr1:clu_849_NA	Not enough valid samples	NA	NA	NA	NA	AT1G75560
chr1:clu_85_NA	Success	0.383135932561629	3	0.857516160224549	0.890913340415142	AT1G06500
chr1:clu_850_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	VHA-C4
chr1:clu_851_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	EXL1
chr1:clu_852_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	EXL2
chr1:clu_853_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G75920
chr1:clu_854_NA	Success	3.03572425644387	1	0.0137384248519965	0.0225815488946608	AT1G76140
chr1:clu_855_NA	Not enough valid samples	NA	NA	NA	NA	AT1G76280
chr1:clu_856_NA	Not enough valid samples	NA	NA	NA	NA	FRS4
chr1:clu_857_NA	Not enough valid samples	NA	NA	NA	NA	PUB43
chr1:clu_858_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	OEP21B
chr1:clu_859_NA	Success	0.0192962328463295	1	0.844258236783945	0.889521951215675	AT1G76440
chr1:clu_86_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G06515
chr1:clu_860_NA	Not enough valid samples	NA	NA	NA	NA	AT1G76480
chr1:clu_861_NA	Success	9.6355713662882	1	1.13407507478436e-05	2.68054108585395e-05	AT1G76480
chr1:clu_862_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARID5
chr1:clu_863_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARID5
chr1:clu_864_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TULP1
chr1:clu_865_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ACR3
chr1:clu_866_NA	Success	5.64487002995642	1	0.000779365927158488	0.00141973665711674	SKIP
chr1:clu_867_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	EFS
chr1:clu_868_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MEI1
chr1:clu_869_NA	Not enough valid samples	NA	NA	NA	NA	AT1G77350
chr1:clu_87_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G06650
chr1:clu_870_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G77765
chr1:clu_871_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	B3GALT7
chr1:clu_872_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	B3GALT7
chr1:clu_873_NA	Success	10.6821712369039	2	2.29504907807574e-05	4.89838833081838e-05	AT1G77890
chr1:clu_874_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G78150
chr1:clu_875_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SPS1
chr1:clu_876_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SHB
chr1:clu_877_NA	Success	18.3264141774345	2	1.09885262419736e-08	1.36639935008889e-07	BBX22
chr1:clu_878_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G78620
chr1:clu_879_NA	Success	9.48527010392975	1	1.32752386957853e-05	3.01326846586872e-05	GGH2
chr1:clu_88_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PSBP1
chr1:clu_880_NA	Not enough valid samples	NA	NA	NA	NA	TBL42
chr1:clu_881_NA	Success	9.52463212207347	1	1.27386878587239e-05	2.93811671580245e-05	AT1G78780
chr1:clu_882_NA	Success	10.0698659491602	1	7.19856517789459e-06	1.92410246811014e-05	AT1G78780
chr1:clu_883_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G78790
chr1:clu_884_NA	Not enough valid samples	NA	NA	NA	NA	AT1G78810
chr1:clu_885_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	UBC35
chr1:clu_886_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G78915
chr1:clu_887_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	HAC1
chr1:clu_888_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	BRG2
chr1:clu_889_NA	Not enough valid samples	NA	NA	NA	NA	PAB2
chr1:clu_89_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PTI11
chr1:clu_890_NA	Not enough valid samples	NA	NA	NA	NA	STR1
chr1:clu_891_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NUA
chr1:clu_892_NA	Success	11.7290225038037	1	1.27667725867578e-06	6.08549493302124e-06	AT1G79480
chr1:clu_893_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MTP9
chr1:clu_894_NA	Success	19.4480159697451	2	3.57959572193224e-09	7.31260268909016e-08	SMB
chr1:clu_895_NA	Success	0.24596677272234	1	0.483066059641142	0.585410563802401	AT1G79630
chr1:clu_896_NA	Success	10.0988569006878	1	6.98363487982441e-06	1.90220911964741e-05	RAD23B
chr1:clu_897_NA	Success	8.35287058442708	1	4.36487067359759e-05	9.04603632354283e-05	RAD23B
chr1:clu_898_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G79700
chr1:clu_899_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PEX2
chr1:clu_9_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G01320
chr1:clu_90_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G06750
chr1:clu_900_NA	Success	18.2272557832878	2	1.21339833053084e-08	1.44596634388259e-07	SGB1
chr1:clu_901_NA	Not enough valid samples	NA	NA	NA	NA	GC5
chr1:clu_902_NA	Success	11.1748773350934	1	2.2724207933643e-06	9.30110378879344e-06	GC5
chr1:clu_903_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LA2
chr1:clu_904_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LA2
chr1:clu_905_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AT1G79910
chr1:clu_906_NA	Not enough valid samples	NA	NA	NA	NA	HSP70-14
chr1:clu_907_NA	Not enough valid samples	NA	NA	NA	NA	ERDJ2A
chr1:clu_908_NA	Not enough valid samples	NA	NA	NA	NA	AT1G79990
chr1:clu_909_NA	Success	10.5453860035817	1	4.38032481324365e-06	1.40760999616594e-05	AT1G80040
chr1:clu_91_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	GAUT6
chr1:clu_910_NA	Success	0.0068879061669378	1	0.906566534108892	0.925992959839797	AT1G80040
chr1:clu_911_NA	Not enough valid samples	NA	NA	NA	NA	AHP6
chr1:clu_912_NA	Success	1.29373822672369	2	0.274243679461362	0.364807871283486	PPR596
